# These isoelasticity lines were interpolated from a volume-deformation
# look-up table which was extracted from FEM data and complemented with
# analytical data (https://doi.org/10.6084/m9.figshare.12155064.v4 with
# scripts/fem2iso_volume.py). An equivalent channel radius for a square
# channel (factor of 1.094) is used in the 2D axis-symmetric model (see
# also supplement S3 in https://doi.org/10.1016/j.bpj.2015.09.006). The
# improved look-up table (with polynomial extrapolation of isoelastics)
# as introduced in dclab 0.46.0 was used here.
#
# BEGIN METADATA
# {
#   "authors": "D. Mokbel, M. Mokbel, L.D. Wittwer, S. Aland",
#   "channel_width": 20.0,
#   "channel_width_unit": "um",
#   "commit_hash": "43f37eaa",
#   "date": "2019-11-13",
#   "dimensionality": "2Daxis",
#   "flow_rate": 0.04,
#   "flow_rate_unit": "uL/s",
#   "fluid_density": 1000.0,
#   "fluid_density_unit": "kg m^-3",
#   "fluid_viscosity": 15.0,
#   "fluid_viscosity_unit": "mPa s",
#   "lut identifier": "LE-2D-FEM-19",
#   "method": "FEM",
#   "model": "linear elastic",
#   "publication": "https://doi.org/10.1021/acsbiomaterials.6b00558",
#   "software": "custom C++ code",
#   "solid_density": 1000.0,
#   "solid_density_unit": "kg m^-3",
#   "summary": "2D-axis-symmetric FEM simulation with a linear elastic model"
# }
# END METADATA
#
# volume [um^3]	deform	emodulus [kPa]
5.29695e+02	4.90156e-02	1.60000e+00
5.37697e+02	4.98517e-02	1.60000e+00
5.44837e+02	5.06077e-02	1.60000e+00
5.52095e+02	5.13636e-02	1.60000e+00
5.59519e+02	5.21196e-02	1.60000e+00
5.66786e+02	5.28756e-02	1.60000e+00
5.74265e+02	5.36315e-02	1.60000e+00
5.81734e+02	5.43875e-02	1.60000e+00
5.88914e+02	5.51434e-02	1.60000e+00
5.96266e+02	5.58994e-02	1.60000e+00
6.03335e+02	5.66554e-02	1.60000e+00
6.10268e+02	5.74113e-02	1.60000e+00
6.17033e+02	5.81673e-02	1.60000e+00
6.23759e+02	5.89233e-02	1.60000e+00
6.30205e+02	5.96792e-02	1.60000e+00
6.36583e+02	6.04352e-02	1.60000e+00
6.43058e+02	6.11912e-02	1.60000e+00
6.49491e+02	6.19471e-02	1.60000e+00
6.56071e+02	6.27031e-02	1.60000e+00
6.62243e+02	6.34591e-02	1.60000e+00
6.68373e+02	6.42150e-02	1.60000e+00
6.74565e+02	6.49710e-02	1.60000e+00
6.80708e+02	6.57270e-02	1.60000e+00
6.86679e+02	6.64829e-02	1.60000e+00
6.92573e+02	6.72389e-02	1.60000e+00
6.98572e+02	6.79948e-02	1.60000e+00
7.04474e+02	6.87508e-02	1.60000e+00
7.10587e+02	6.95068e-02	1.60000e+00
7.16674e+02	7.02627e-02	1.60000e+00
7.22563e+02	7.10187e-02	1.60000e+00
7.28164e+02	7.17747e-02	1.60000e+00
7.33827e+02	7.25306e-02	1.60000e+00
7.39447e+02	7.32866e-02	1.60000e+00
7.44991e+02	7.40426e-02	1.60000e+00
7.50356e+02	7.47985e-02	1.60000e+00
7.55740e+02	7.55545e-02	1.60000e+00
7.61139e+02	7.63105e-02	1.60000e+00
7.66440e+02	7.70664e-02	1.60000e+00
7.71403e+02	7.78224e-02	1.60000e+00
7.76462e+02	7.85783e-02	1.60000e+00
7.81520e+02	7.93343e-02	1.60000e+00
7.86470e+02	8.00903e-02	1.60000e+00
7.91693e+02	8.08462e-02	1.60000e+00
7.97083e+02	8.16022e-02	1.60000e+00
8.02388e+02	8.23468e-02	1.60000e+00
8.07898e+02	8.31141e-02	1.60000e+00
8.12634e+02	8.38701e-02	1.60000e+00
8.17258e+02	8.46261e-02	1.60000e+00
8.21927e+02	8.53820e-02	1.60000e+00
8.26648e+02	8.61380e-02	1.60000e+00
8.31325e+02	8.68940e-02	1.60000e+00
8.36105e+02	8.76499e-02	1.60000e+00
