# These isoelasticity lines were interpolated from a volume-deformation
# look-up table which was extracted from FEM data and complemented with
# analytical data (https://doi.org/10.6084/m9.figshare.12155064.v3 with
# scripts/fem2iso_volume.py). An equivalent channel radius for a square
# channel (factor of 1.094) is used in the 2D axis-symmetric model (see
# also supplement S3 in https://doi.org/10.1016/j.bpj.2015.09.006).
#
# BEGIN METADATA
# {
#   "authors": "D. Mokbel, M. Mokbel, L.D. Wittwer, S. Aland",
#   "channel_width": 20.0,
#   "channel_width_unit": "um",
#   "commit_hash": "43f37eaa",
#   "date": "2019-11-13",
#   "dimensionality": "2Daxis",
#   "flow_rate": 0.04,
#   "flow_rate_unit": "uL/s",
#   "fluid_density": 1000.0,
#   "fluid_density_unit": "kg m^-3",
#   "fluid_viscosity": 15.0,
#   "fluid_viscosity_unit": "mPa s",
#   "lut identifier": "LE-2D-FEM-19",
#   "method": "FEM",
#   "model": "linear elastic",
#   "publication": "https://doi.org/10.1021/acsbiomaterials.6b00558",
#   "software": "custom C++ code",
#   "solid_density": 1000.0,
#   "solid_density_unit": "kg m^-3",
#   "summary": "2D-axis-symmetric FEM simulation with a linear elastic model"
# }
# END METADATA
#
# volume [um^3]	deform	emodulus [kPa]
1.61235e+03	1.35889e-01	1.94000e+00
1.62389e+03	1.37204e-01	1.94000e+00
1.63693e+03	1.38779e-01	1.94000e+00
1.64532e+03	1.39742e-01	1.94000e+00
1.65435e+03	1.40766e-01	1.94000e+00
1.66958e+03	1.42492e-01	1.94000e+00
1.67933e+03	1.43596e-01	1.94000e+00
1.68783e+03	1.44559e-01	1.94000e+00
1.70004e+03	1.45667e-01	1.94000e+00
1.71527e+03	1.46868e-01	1.94000e+00
1.73050e+03	1.48068e-01	1.94000e+00
1.74573e+03	1.49269e-01	1.94000e+00
1.75626e+03	1.50340e-01	1.94000e+00
1.76469e+03	1.51303e-01	1.94000e+00
1.77619e+03	1.52618e-01	1.94000e+00
1.78766e+03	1.54193e-01	1.94000e+00
1.79498e+03	1.55157e-01	1.94000e+00
1.80665e+03	1.56693e-01	1.94000e+00
1.82102e+03	1.58047e-01	1.94000e+00
1.83371e+03	1.59010e-01	1.94000e+00
1.61819e+02	8.64701e-03	2.29000e+00
1.77049e+02	9.19163e-03	2.29000e+00
1.92279e+02	9.72381e-03	2.29000e+00
2.17277e+02	1.06474e-02	2.29000e+00
2.37969e+02	1.13510e-02	2.29000e+00
2.53199e+02	1.18552e-02	2.29000e+00
2.71385e+02	1.25742e-02	2.29000e+00
2.98506e+02	1.35376e-02	2.29000e+00
3.14119e+02	1.40646e-02	2.29000e+00
3.29349e+02	1.45883e-02	2.29000e+00
3.55779e+02	1.54644e-02	2.29000e+00
3.75038e+02	1.62047e-02	2.29000e+00
3.90268e+02	1.67539e-02	2.29000e+00
4.09440e+02	1.73911e-02	2.29000e+00
4.35958e+02	1.83046e-02	2.29000e+00
4.51188e+02	1.88161e-02	2.29000e+00
4.66418e+02	1.93420e-02	2.29000e+00
4.91423e+02	2.02813e-02	2.29000e+00
5.12108e+02	2.10708e-02	2.29000e+00
5.27338e+02	2.16735e-02	2.29000e+00
5.42568e+02	2.22562e-02	2.29000e+00
5.66637e+02	2.31715e-02	2.29000e+00
5.88258e+02	2.39928e-02	2.29000e+00
6.03487e+02	2.45889e-02	2.29000e+00
6.18717e+02	2.52056e-02	2.29000e+00
6.38448e+02	2.60617e-02	2.29000e+00
6.61536e+02	2.70251e-02	2.29000e+00
6.79637e+02	2.77236e-02	2.29000e+00
